return_id;receipt_no;store_code;sku;qty;reason;return_date
RT-000310;R-0040780;ST-003;SKU-00178;2;Kafolat holati;05.02.2026
RT-000311;R-0036003;ST-011;SKU-00260;5;Sifatsiz mahsulot;28.01.2026
RT-000312;R-0048974;ST-011;SKU-00384;1;Kafolat holati;09.03.2026
RT-000313;R-0033211;ST-009;SKU-00451;2;Muddati o'tgan;29.01.2026
RT-000314;R-0043939;ST-002;SKU-00228;1;;19.02.2026
RT-000315;R-0032596;ST-011;SKU-00116;1;Qadoq shikastlangan;03.01.2026
RT-000316;R-0041663;ST-001;SKU-00267;1;Sifatsiz mahsulot;23.02.2026
RT-000317;R-0033450;ST-004;SKU-00108;2;Xaridor fikri o'zgardi;21.01.2026
RT-000318;R-0038607;ST-008;SKU-00366;1;Qadoq shikastlangan;31.01.2026
RT-000319;R-0041548;ST-009;SKU-00172;1;Kafolat holati;10.02.2026
RT-000320;R-0039292;ST-012;SKU-00239;1;Muddati o'tgan;06.02.2026
RT-000321;R-0046300;ST-001;SKU-00406;1;Sifatsiz mahsulot;21.02.2026
RT-000322;R-0040932;ST-009;SKU-00350;1;Qadoq shikastlangan;16.02.2026
RT-000323;R-0039429;ST-005;SKU-00343;4;Muddati o'tgan;11.02.2026
RT-000324;R-0044226;ST-001;SKU-00129;1;Xaridor fikri o'zgardi;03.03.2026
RT-000325;R-0030092;ST-004;SKU-00413;1;Noto'g'ri tovar berilgan;16.01.2026
RT-000326;R-0037366;ST-002;SKU-00299;11;Qadoq shikastlangan;31.01.2026
RT-000327;R-0035317;ST-002;SKU-00162;2;Xaridor fikri o'zgardi;06.02.2026
RT-000328;R-0052152;ST-006;SKU-00393;1;Kafolat holati;24.03.2026
RT-000329;R-0046912;ST-012;SKU-00141;1;Kafolat holati;10.03.2026
RT-000330;R-0042247;ST-001;SKU-00302;1;Xaridor fikri o'zgardi;10.02.2026
RT-000331;R-0044425;ST-009;SKU-00226;1;Sifatsiz mahsulot;18.02.2026
RT-000332;R-0032661;ST-002;SKU-00207;1;Kafolat holati;23.01.2026
RT-000333;R-0049871;ST-005;SKU-00392;1;Muddati o'tgan;08.03.2026
RT-000334;R-0038629;ST-009;SKU-00308;3;Noto'g'ri tovar berilgan;06.02.2026
RT-000335;R-0048494;ST-004;SKU-00368;1;Sifatsiz mahsulot;27.02.2026
RT-000336;R-0046578;ST-011;SKU-00356;1;Kafolat holati;23.02.2026
RT-000337;R-0041823;ST-008;SKU-00395;1;Xaridor fikri o'zgardi;22.02.2026
RT-000338;R-0031562;ST-006;SKU-00467;2;Noto'g'ri tovar berilgan;21.01.2026
RT-000339;R-0030865;ST-008;SKU-00112;4;Muddati o'tgan;13.01.2026
RT-000340;R-9333088;ST-004;SKU-00464;2;Kafolat holati;28.02.2026
RT-000341;R-0046380;ST-003;SKU-00274;2;Noto'g'ri tovar berilgan;19.02.2026
RT-000342;R-0045977;ST-012;SKU-00229;1;Kafolat holati;23.02.2026
RT-000343;R-0032619;ST-012;SKU-00492;2;Sifatsiz mahsulot;25.01.2026
RT-000344;R-0045709;ST-003;SKU-00325;1;Xaridor fikri o'zgardi;09.03.2026
RT-000345;R-0046693;ST-003;SKU-00474;1;Muddati o'tgan;07.03.2026
RT-000346;R-0035116;ST-007;SKU-00238;1;Sifatsiz mahsulot;05.02.2026
RT-000347;R-0032499;ST-008;SKU-00187;1;Kafolat holati;23.01.2026
RT-000348;R-0042885;ST-009;SKU-00298;1;Muddati o'tgan;21.02.2026
RT-000349;R-0046176;ST-007;SKU-00168;1;Muddati o'tgan;03.03.2026
RT-000350;R-0030211;ST-010;SKU-00183;3;Kafolat holati;14.01.2026
RT-000351;R-0043768;ST-006;SKU-00486;3;Sifatsiz mahsulot;11.02.2026
RT-000352;R-0045397;ST-002;SKU-00246;1;Xaridor fikri o'zgardi;19.02.2026
RT-000353;R-0038026;ST-001;SKU-00353;1;Xaridor fikri o'zgardi;12.02.2026
RT-000354;R-0049226;ST-009;SKU-00349;4;Qadoq shikastlangan;11.03.2026
RT-000355;R-0037144;ST-006;SKU-00215;1;Sifatsiz mahsulot;30.01.2026
RT-000356;R-0041655;ST-001;SKU-00121;1;Sifatsiz mahsulot;14.02.2026
RT-000357;R-0038892;ST-008;SKU-00437;1;Qadoq shikastlangan;14.02.2026
RT-000358;R-0030449;ST-006;SKU-00402;4;Sifatsiz mahsulot;19.01.2026
RT-000359;R-0049915;ST-007;SKU-00123;1;Qadoq shikastlangan;08.03.2026
RT-000360;R-0049466;ST-005;SKU-00078;1;Muddati o'tgan;02.03.2026
RT-000361;R-0046207;ST-008;SKU-00199;1;Noto'g'ri tovar berilgan;22.02.2026
RT-000362;R-0047820;ST-003;SKU-00277;3;Kafolat holati;02.03.2026
RT-000363;R-0031697;ST-001;SKU-00302;2;Noto'g'ri tovar berilgan;11.01.2026
RT-000364;R-0036810;ST-006;SKU-00489;1;Qadoq shikastlangan;29.01.2026
RT-000365;R-0041844;ST-009;SKU-00440;2;Sifatsiz mahsulot;08.02.2026
RT-000366;R-0037444;ST-006;SKU-00058;1;Qadoq shikastlangan;10.02.2026
RT-000367;R-0051646;ST-002;SKU-00346;1;Xaridor fikri o'zgardi;27.03.2026
RT-000368;R-0051281;ST-012;SKU-00473;1;Sifatsiz mahsulot;22.03.2026
RT-000369;R-9491894;ST-009;SKU-00472;4;Xaridor fikri o'zgardi;26.02.2026
RT-000370;R-0037752;ST-005;SKU-00153;1;Muddati o'tgan;07.02.2026
RT-000371;R-0044783;;SKU-00267;2;Qadoq shikastlangan;18.02.2026
RT-000372;R-0041012;ST-012;SKU-00487;2;Noto'g'ri tovar berilgan;11.02.2026
RT-000373;R-0030694;ST-003;SKU-00029;4;Sifatsiz mahsulot;22.01.2026
RT-000374;R-0031796;ST-004;SKU-00077;3;Qadoq shikastlangan;09.01.2026
RT-000375;R-0039323;ST-002;SKU-00300;2;Xaridor fikri o'zgardi;05.02.2026
RT-000376;R-0048518;ST-005;SKU-00355;1;;11.03.2026
RT-000377;R-0048759;ST-003;SKU-00231;1;Qadoq shikastlangan;16.03.2026
RT-000378;R-0048607;ST-008;SKU-00109;4;Qadoq shikastlangan;16.03.2026
RT-000379;R-0041006;ST-012;SKU-00019;2;Qadoq shikastlangan;30.01.2026
RT-000380;R-0050240;ST-006;SKU-00326;1;Kafolat holati;02.03.2026
RT-000381;R-0038535;ST-006;SKU-00198;1;Muddati o'tgan;04.02.2026
RT-000382;R-0045218;ST-008;SKU-00398;1;Noto'g'ri tovar berilgan;27.02.2026
RT-000383;R-0034009;ST-010;SKU-00166;1;Xaridor fikri o'zgardi;31.01.2026
RT-000384;R-0030702;ST-003;SKU-00371;4;Kafolat holati;11.01.2026
RT-000385;R-0035688;ST-001;SKU-00224;1;Kafolat holati;27.01.2026
RT-000386;R-0048019;ST-010;SKU-00105;2;Noto'g'ri tovar berilgan;14.03.2026
RT-000387;R-0046654;ST-002;SKU-00457;1;Muddati o'tgan;06.03.2026
RT-000388;R-0031862;ST-007;SKU-00093;2;Noto'g'ri tovar berilgan;06.01.2026
RT-000389;R-0037278;ST-011;SKU-00088;1;Kafolat holati;06.02.2026
RT-000390;R-0049430;ST-004;SKU-00003;2;Noto'g'ri tovar berilgan;02.03.2026
RT-000391;R-0030179;ST-008;SKU-00077;1;Xaridor fikri o'zgardi;20.01.2026
RT-000392;R-0031489;ST-004;SKU-00243;1;Qadoq shikastlangan;12.01.2026
RT-000393;R-0046190;ST-008;SKU-00122;1;Sifatsiz mahsulot;25.02.2026
RT-000394;R-0040947;ST-009;SKU-00231;1;Qadoq shikastlangan;12.02.2026
RT-000395;R-0036961;ST-011;SKU-00005;4;Kafolat holati;08.02.2026
RT-000396;R-0046683;ST-003;SKU-00451;1;Muddati o'tgan;25.02.2026
RT-000397;R-0034124;ST-002;SKU-00046;1;Xaridor fikri o'zgardi;28.01.2026
RT-000398;R-0042760;ST-005;SKU-00329;2;Sifatsiz mahsulot;10.02.2026
RT-000399;R-0041444;ST-005;SKU-00482;1;Noto'g'ri tovar berilgan;08.02.2026
RT-000400;R-0041105;ST-004;SKU-00235;2;Xaridor fikri o'zgardi;17.02.2026
RT-000401;R-0034283;ST-009;SKU-00067;1;Qadoq shikastlangan;14.01.2026
RT-000402;R-0038058;ST-002;SKU-00095;2;Noto'g'ri tovar berilgan;01.02.2026
RT-000403;R-0051897;ST-009;SKU-00118;1;Sifatsiz mahsulot;08.03.2026
RT-000404;R-0041049;ST-001;SKU-00059;2;Qadoq shikastlangan;06.02.2026
RT-000405;R-0041490;ST-006;SKU-00462;1;Muddati o'tgan;05.02.2026
RT-000406;R-0035536;ST-008;SKU-00412;1;Sifatsiz mahsulot;03.02.2026
RT-000407;R-0042408;ST-006;SKU-00149;1;Qadoq shikastlangan;16.02.2026
RT-000408;R-0050037;ST-011;SKU-00477;1;Sifatsiz mahsulot;09.03.2026
RT-000409;R-0049775;ST-003;SKU-00331;1;Kafolat holati;07.03.2026
RT-000410;R-0030722;ST-004;SKU-00384;1;Xaridor fikri o'zgardi;03.01.2026
RT-000411;R-0036281;ST-009;SKU-00369;1;Noto'g'ri tovar berilgan;24.01.2026
RT-000412;R-9101985;ST-008;SKU-00406;2;Xaridor fikri o'zgardi;06.01.2026
RT-000413;R-0042580;ST-012;SKU-00423;1;Noto'g'ri tovar berilgan;09.02.2026
RT-000414;R-0049732;ST-001;SKU-00061;2;Sifatsiz mahsulot;17.03.2026
RT-000415;R-0048135;ST-003;SKU-00021;1;Sifatsiz mahsulot;05.03.2026
RT-000416;R-0037838;ST-008;SKU-00246;1;Xaridor fikri o'zgardi;04.02.2026
RT-000417;R-0040939;ST-009;SKU-00207;1;Kafolat holati;13.02.2026
RT-000418;R-0043552;ST-010;SKU-00463;1;Kafolat holati;15.02.2026
RT-000419;R-0032596;ST-011;SKU-00090;2;Qadoq shikastlangan;16.01.2026
RT-000420;R-0044168;ST-011;SKU-00361;1;Qadoq shikastlangan;13.02.2026
RT-000421;R-0039857;ST-011;SKU-00046;1;Sifatsiz mahsulot;19.02.2026
RT-000422;R-0031484;ST-004;SKU-00097;4;Xaridor fikri o'zgardi;20.01.2026
RT-000423;R-0049009;ST-012;SKU-00459;3;Noto'g'ri tovar berilgan;08.03.2026
RT-000424;R-0033880;;SKU-00172;2;Qadoq shikastlangan;27.01.2026
RT-000425;R-0036097;ST-001;SKU-00114;2;Kafolat holati;20.01.2026
RT-000426;R-0036954;ST-011;SKU-00325;2;Sifatsiz mahsulot;27.01.2026
RT-000427;R-0035250;ST-012;SKU-00147;2;Sifatsiz mahsulot;20.01.2026
RT-000428;R-0030681;ST-002;SKU-00008;1;Qadoq shikastlangan;15.01.2026
RT-000429;R-0040506;ST-007;SKU-00356;1;Muddati o'tgan;19.02.2026
RT-000430;R-0049418;ST-004;SKU-00317;1;Xaridor fikri o'zgardi;10.03.2026
RT-000431;R-0042694;ST-003;SKU-00028;1;Xaridor fikri o'zgardi;15.02.2026
RT-000432;R-0033835;ST-004;SKU-00043;2;Kafolat holati;01.02.2026
RT-000433;R-0034111;ST-001;SKU-00186;1;Qadoq shikastlangan;02.02.2026
RT-000434;R-0051228;ST-009;SKU-00315;1;Sifatsiz mahsulot;24.03.2026
RT-000435;R-0047271;ST-010;SKU-00188;1;Xaridor fikri o'zgardi;27.02.2026
RT-000436;R-0042886;ST-009;SKU-00300;2;Muddati o'tgan;17.02.2026
RT-000437;R-0031648;ST-010;SKU-00189;1;Sifatsiz mahsulot;01.01.2026
RT-000438;R-0041156;ST-006;SKU-00427;1;Qadoq shikastlangan;19.02.2026
RT-000439;R-9115547;ST-006;SKU-00217;3;Xaridor fikri o'zgardi;25.02.2026
RT-000440;R-0040472;ST-006;SKU-00385;1;Sifatsiz mahsulot;13.02.2026
RT-000441;R-0046510;ST-008;SKU-00433;3;Noto'g'ri tovar berilgan;10.03.2026
RT-000442;R-0048083;ST-001;SKU-00473;1;Kafolat holati;16.03.2026
RT-000443;R-0044617;ST-004;SKU-00053;1;Qadoq shikastlangan;06.03.2026
RT-000444;R-0033544;ST-006;SKU-00178;1;Sifatsiz mahsulot;15.01.2026
RT-000445;R-0038557;ST-006;SKU-00080;2;Muddati o'tgan;31.01.2026
RT-000446;R-0048238;ST-006;SKU-00223;1;Muddati o'tgan;14.03.2026
RT-000447;R-0035028;ST-003;SKU-00482;1;Sifatsiz mahsulot;01.02.2026
RT-000448;R-0046757;ST-006;SKU-00418;1;Xaridor fikri o'zgardi;08.03.2026
RT-000449;R-0036551;;SKU-00244;1;Qadoq shikastlangan;03.02.2026
RT-000450;R-0044697;ST-006;SKU-00369;3;Sifatsiz mahsulot;27.02.2026
RT-000451;R-0042397;ST-005;SKU-00206;4;Kafolat holati;21.02.2026
RT-000452;R-0050633;ST-010;SKU-00027;1;Xaridor fikri o'zgardi;10.03.2026
RT-000453;R-0036698;ST-002;SKU-00237;1;Kafolat holati;08.02.2026
RT-000454;R-0038953;ST-010;SKU-00043;3;Xaridor fikri o'zgardi;07.02.2026
RT-000455;R-0032354;ST-002;SKU-00207;1;Qadoq shikastlangan;28.01.2026
RT-000456;R-0035178;ST-009;SKU-00405;1;Sifatsiz mahsulot;02.02.2026
RT-000457;R-0033428;ST-003;SKU-00103;2;Sifatsiz mahsulot;13.01.2026
RT-000458;R-0050619;ST-009;SKU-00094;2;Noto'g'ri tovar berilgan;17.03.2026
RT-000459;R-0040709;ST-012;SKU-00262;1;Sifatsiz mahsulot;14.02.2026
RT-000460;R-0036928;ST-010;SKU-00045;1;;23.01.2026
RT-000461;R-0045494;ST-006;SKU-00496;1;Kafolat holati;21.02.2026
RT-000462;R-0045338;ST-012;SKU-00033;1;Xaridor fikri o'zgardi;04.03.2026
RT-000463;R-0042038;ST-005;SKU-00140;1;Xaridor fikri o'zgardi;08.02.2026
RT-000464;R-0052142;ST-005;SKU-00328;1;Sifatsiz mahsulot;25.03.2026
RT-000465;R-0030062;ST-003;SKU-00366;1;Noto'g'ri tovar berilgan;18.01.2026
RT-000466;R-0043570;ST-011;SKU-00107;2;Xaridor fikri o'zgardi;12.02.2026
RT-000467;R-0050046;ST-011;SKU-00142;1;Qadoq shikastlangan;07.03.2026
RT-000468;R-0040309;ST-001;SKU-00102;3;Xaridor fikri o'zgardi;12.02.2026
RT-000469;R-0045075;ST-004;SKU-00191;1;Sifatsiz mahsulot;28.02.2026
RT-000470;R-0038953;ST-010;SKU-00397;4;Noto'g'ri tovar berilgan;30.01.2026
RT-000471;R-0036540;ST-008;SKU-00179;1;Qadoq shikastlangan;01.02.2026
RT-000472;R-0040328;ST-001;SKU-00266;1;Qadoq shikastlangan;08.02.2026
RT-000473;R-0038623;ST-009;SKU-00488;3;Muddati o'tgan;06.02.2026
RT-000474;R-0051961;ST-011;SKU-00245;1;Muddati o'tgan;12.03.2026
RT-000475;R-0047003;ST-002;SKU-00485;1;Sifatsiz mahsulot;07.03.2026
RT-000476;R-0038077;ST-003;SKU-00143;1;Kafolat holati;04.02.2026
RT-000477;R-0050544;ST-006;SKU-00365;6;Kafolat holati;18.03.2026
RT-000478;R-0040932;ST-009;SKU-00098;2;Noto'g'ri tovar berilgan;18.02.2026
RT-000479;R-0038824;ST-005;SKU-00493;1;Xaridor fikri o'zgardi;03.02.2026
RT-000480;R-9535373;ST-001;SKU-00349;1;Xaridor fikri o'zgardi;17.03.2026
RT-000481;R-0034191;ST-004;SKU-00118;1;Noto'g'ri tovar berilgan;20.01.2026
RT-000482;R-0030340;;SKU-00350;1;;20.01.2026
RT-000483;R-0033824;ST-003;SKU-00340;1;Noto'g'ri tovar berilgan;19.01.2026
RT-000484;R-0030834;ST-007;SKU-00453;1;Kafolat holati;03.01.2026
RT-000485;R-0034278;ST-008;SKU-00148;1;Muddati o'tgan;30.01.2026
RT-000486;R-0035735;ST-002;SKU-00219;3;Xaridor fikri o'zgardi;29.01.2026
RT-000487;R-0049378;ST-003;SKU-00092;2;Sifatsiz mahsulot;11.03.2026
RT-000488;R-0033534;ST-006;SKU-00296;1;Muddati o'tgan;15.01.2026
RT-000489;R-0049966;ST-009;SKU-00198;2;Muddati o'tgan;21.02.2026
RT-000490;R-0037020;ST-001;SKU-00066;1;Sifatsiz mahsulot;26.01.2026
RT-000491;R-0046646;ST-001;SKU-00349;1;Qadoq shikastlangan;06.03.2026
RT-000492;R-0039464;ST-007;SKU-00263;2;Noto'g'ri tovar berilgan;05.02.2026
RT-000493;R-0048143;ST-003;SKU-00297;2;Sifatsiz mahsulot;25.02.2026
RT-000494;R-0031998;ST-012;SKU-00218;3;Noto'g'ri tovar berilgan;11.01.2026
RT-000495;R-0039173;ST-006;SKU-00035;1;Xaridor fikri o'zgardi;13.02.2026
RT-000496;R-0030622;ST-001;SKU-00173;3;Xaridor fikri o'zgardi;23.01.2026
RT-000497;R-0035183;ST-009;SKU-00242;1;Noto'g'ri tovar berilgan;27.01.2026
RT-000498;R-0039768;ST-007;SKU-00275;4;Xaridor fikri o'zgardi;14.02.2026
RT-000499;R-0031931;ST-009;SKU-00255;1;Qadoq shikastlangan;10.01.2026
RT-000500;R-0048699;ST-012;SKU-00375;1;Kafolat holati;06.03.2026
RT-000501;R-0041381;ST-002;SKU-00011;1;Sifatsiz mahsulot;05.02.2026
RT-000502;R-0039704;ST-005;SKU-00118;3;Xaridor fikri o'zgardi;15.02.2026
RT-000503;R-0047780;ST-001;SKU-00320;1;Sifatsiz mahsulot;24.02.2026
RT-000504;R-0050605;ST-009;SKU-00401;1;Xaridor fikri o'zgardi;06.03.2026
RT-000505;R-0037627;ST-001;SKU-00374;3;Muddati o'tgan;12.02.2026
RT-000506;R-0052260;ST-009;SKU-00216;1;Sifatsiz mahsulot;28.03.2026
RT-000507;R-0051909;ST-009;SKU-00380;1;Muddati o'tgan;19.03.2026
RT-000508;R-0046427;ST-005;SKU-00493;4;Noto'g'ri tovar berilgan;27.02.2026
RT-000509;R-0036542;ST-008;SKU-00434;1;Sifatsiz mahsulot;01.02.2026
RT-000510;R-0035161;ST-008;SKU-00375;1;Xaridor fikri o'zgardi;16.01.2026
RT-000511;R-0037910;ST-010;SKU-00253;2;Noto'g'ri tovar berilgan;11.02.2026
RT-000512;R-0045039;ST-003;SKU-00398;1;Muddati o'tgan;05.03.2026
RT-000513;R-0031278;ST-008;SKU-00110;2;Xaridor fikri o'zgardi;24.01.2026
RT-000514;R-0033249;ST-010;SKU-00145;1;Kafolat holati;28.01.2026
RT-000515;R-0030874;ST-008;SKU-00271;1;Sifatsiz mahsulot;09.01.2026
RT-000516;R-0038738;ST-001;SKU-00227;1;Kafolat holati;30.01.2026
RT-000517;R-0045348;ST-012;SKU-00025;2;;07.03.2026
RT-000518;R-9969137;ST-012;SKU-00457;1;Qadoq shikastlangan;20.02.2026
RT-000519;R-0042835;ST-007;SKU-00153;1;Muddati o'tgan;10.02.2026
RT-000520;R-0041866;ST-010;SKU-00416;3;Xaridor fikri o'zgardi;16.02.2026
RT-000521;R-0038264;ST-008;SKU-00140;3;;11.02.2026
RT-000522;R-0034725;ST-003;SKU-00132;2;Xaridor fikri o'zgardi;02.02.2026
RT-000523;R-0049602;ST-009;SKU-00461;1;Sifatsiz mahsulot;03.03.2026
RT-000524;R-0050475;ST-004;SKU-00290;1;Muddati o'tgan;11.03.2026
RT-000525;R-0037502;ST-008;SKU-00340;1;Xaridor fikri o'zgardi;07.02.2026
RT-000526;R-0033774;ST-002;SKU-00086;1;Muddati o'tgan;16.01.2026
RT-000527;R-0046610;ST-012;SKU-00342;1;Kafolat holati;05.03.2026
RT-000528;R-0047875;ST-005;SKU-00213;4;Qadoq shikastlangan;05.03.2026
RT-000529;R-0038013;ST-001;SKU-00408;1;Qadoq shikastlangan;29.01.2026
RT-000530;R-0037181;ST-007;SKU-00398;3;Muddati o'tgan;27.01.2026
RT-000531;R-0043427;ST-005;SKU-00444;2;Noto'g'ri tovar berilgan;21.02.2026
RT-000532;R-0039522;;SKU-00125;3;Noto'g'ri tovar berilgan;17.02.2026
RT-000533;R-0045703;ST-002;SKU-00242;1;Noto'g'ri tovar berilgan;11.02.2026
RT-000534;R-0044610;ST-003;SKU-00485;1;Xaridor fikri o'zgardi;27.02.2026
RT-000535;R-0046628;ST-001;SKU-00436;1;Xaridor fikri o'zgardi;05.03.2026
RT-000536;R-0037284;ST-011;SKU-00084;3;Kafolat holati;08.02.2026
RT-000537;R-0038282;ST-009;SKU-00107;1;Noto'g'ri tovar berilgan;04.02.2026
RT-000538;R-0031144;ST-004;SKU-00028;5;Xaridor fikri o'zgardi;11.01.2026
RT-000539;R-0045905;ST-010;SKU-00431;1;Xaridor fikri o'zgardi;07.03.2026
RT-000540;R-0035074;ST-005;SKU-00125;1;Noto'g'ri tovar berilgan;04.02.2026
RT-000541;R-0036295;ST-010;SKU-00291;7;Qadoq shikastlangan;02.02.2026
RT-000542;R-0032850;ST-009;SKU-00123;1;Sifatsiz mahsulot;21.01.2026
RT-000543;R-0050249;ST-007;SKU-00108;1;Qadoq shikastlangan;02.03.2026
RT-000544;R-9584894;ST-005;SKU-00331;1;Kafolat holati;17.03.2026
RT-000545;R-0035476;ST-006;SKU-00168;8;Xaridor fikri o'zgardi;29.01.2026
RT-000546;R-0052101;ST-004;SKU-00464;2;Noto'g'ri tovar berilgan;10.03.2026
RT-000547;R-0034037;ST-011;SKU-00446;1;Muddati o'tgan;18.01.2026
RT-000548;R-0043865;ST-011;SKU-00014;1;Noto'g'ri tovar berilgan;07.02.2026
RT-000549;R-0042940;ST-010;SKU-00367;1;Qadoq shikastlangan;09.02.2026
RT-000550;R-0038345;ST-010;SKU-00424;1;Muddati o'tgan;02.02.2026
RT-000551;R-0042716;ST-004;SKU-00004;1;Sifatsiz mahsulot;28.02.2026
RT-000552;R-0051728;ST-004;SKU-00288;1;Xaridor fikri o'zgardi;22.03.2026
RT-000553;R-0038970;ST-011;SKU-00379;4;Kafolat holati;31.01.2026
RT-000554;R-0039409;ST-005;SKU-00406;1;Noto'g'ri tovar berilgan;30.01.2026
RT-000555;R-0037512;ST-009;SKU-00476;2;Sifatsiz mahsulot;25.01.2026
RT-000556;R-0040377;ST-003;SKU-00257;2;Xaridor fikri o'zgardi;05.02.2026
RT-000557;R-0050186;ST-004;SKU-00280;1;Xaridor fikri o'zgardi;11.03.2026
RT-000558;R-0031047;ST-002;SKU-00026;3;Sifatsiz mahsulot;15.01.2026
RT-000559;R-0040176;ST-009;SKU-00167;1;Qadoq shikastlangan;19.02.2026
RT-000560;R-0042343;ST-004;SKU-00059;4;Muddati o'tgan;26.02.2026
RT-000561;R-0051662;ST-003;SKU-00056;1;Kafolat holati;09.03.2026
RT-000562;R-0045573;ST-009;SKU-00456;2;Kafolat holati;05.03.2026
RT-000563;R-0042760;ST-005;SKU-00291;3;Muddati o'tgan;14.02.2026
RT-000564;R-0050849;ST-006;SKU-00041;2;Kafolat holati;01.03.2026
RT-000565;R-0043145;ST-005;SKU-00394;2;Noto'g'ri tovar berilgan;13.02.2026
RT-000566;R-0050627;ST-009;SKU-00402;2;Noto'g'ri tovar berilgan;18.03.2026
RT-000567;R-0041200;ST-008;SKU-00313;1;Xaridor fikri o'zgardi;05.02.2026
RT-000568;R-0034615;ST-010;SKU-00382;1;Sifatsiz mahsulot;02.02.2026
RT-000569;R-0044157;ST-010;SKU-00407;1;Noto'g'ri tovar berilgan;25.02.2026
RT-000570;R-0036362;ST-001;SKU-00350;3;Qadoq shikastlangan;25.01.2026
RT-000571;R-0049523;ST-007;SKU-00359;1;Qadoq shikastlangan;06.03.2026
RT-000572;R-0032348;ST-002;SKU-00461;2;Xaridor fikri o'zgardi;16.01.2026
RT-000573;R-0033496;ST-005;SKU-00160;3;Noto'g'ri tovar berilgan;22.01.2026
RT-000574;R-0042995;ST-012;SKU-00444;1;Muddati o'tgan;21.02.2026
RT-000575;R-0031663;ST-011;SKU-00024;4;Qadoq shikastlangan;19.01.2026
RT-000576;R-0045358;ST-012;SKU-00289;1;Xaridor fikri o'zgardi;02.03.2026
RT-000577;R-0030148;ST-007;SKU-00340;1;Qadoq shikastlangan;04.01.2026
RT-000578;R-0041428;ST-004;SKU-00271;1;Xaridor fikri o'zgardi;21.02.2026
RT-000579;R-0033996;ST-009;SKU-00327;1;Sifatsiz mahsulot;14.01.2026
RT-000580;R-0043316;ST-001;SKU-00411;2;;28.02.2026
RT-000581;R-0045641;ST-012;SKU-00210;1;Noto'g'ri tovar berilgan;20.02.2026
RT-000582;R-0044925;ST-012;SKU-00248;1;Qadoq shikastlangan;01.03.2026
RT-000583;R-0041953;ST-002;SKU-00224;1;Muddati o'tgan;09.02.2026
RT-000584;R-0035224;ST-011;SKU-00474;1;Xaridor fikri o'zgardi;01.02.2026
RT-000585;R-0041525;ST-007;SKU-00060;1;Muddati o'tgan;20.02.2026
RT-000586;R-0040943;ST-009;SKU-00013;1;Noto'g'ri tovar berilgan;05.02.2026
RT-000587;R-0039327;ST-002;SKU-00482;1;Sifatsiz mahsulot;10.02.2026
RT-000588;R-0046339;ST-002;SKU-00439;1;Sifatsiz mahsulot;02.03.2026
RT-000589;R-0051290;ST-012;SKU-00398;1;Noto'g'ri tovar berilgan;17.03.2026
RT-000590;R-0038820;ST-004;SKU-00481;1;Sifatsiz mahsulot;30.01.2026
RT-000591;R-0050112;ST-001;SKU-00451;1;Qadoq shikastlangan;10.03.2026
RT-000592;R-0046050;ST-003;SKU-00465;1;Qadoq shikastlangan;06.03.2026
RT-000593;R-0037997;ST-012;SKU-00413;1;Kafolat holati;02.02.2026
RT-000594;R-0047804;ST-002;SKU-00322;2;Xaridor fikri o'zgardi;03.03.2026
RT-000595;R-0034933;ST-011;SKU-00186;1;Xaridor fikri o'zgardi;03.02.2026
RT-000596;R-0036654;ST-012;SKU-00253;1;Kafolat holati;28.01.2026
RT-000597;R-0051853;ST-008;SKU-00144;2;Xaridor fikri o'zgardi;07.03.2026
RT-000598;R-0044983;ST-002;SKU-00288;5;Noto'g'ri tovar berilgan;22.02.2026
RT-000599;R-0049721;ST-001;SKU-00036;1;Sifatsiz mahsulot;21.03.2026
RT-000600;R-0046675;ST-003;SKU-00403;1;Sifatsiz mahsulot;11.03.2026
RT-000601;R-0039979;ST-003;SKU-00269;3;Qadoq shikastlangan;11.02.2026
RT-000602;R-0035594;ST-010;SKU-00049;3;Noto'g'ri tovar berilgan;03.02.2026
RT-000603;R-0044033;ST-006;SKU-00082;1;Kafolat holati;28.02.2026
RT-000604;R-0045979;ST-012;SKU-00238;1;Kafolat holati;07.03.2026
RT-000605;R-0049348;ST-002;SKU-00255;1;Qadoq shikastlangan;08.03.2026
RT-000606;R-9172498;ST-012;SKU-00131;2;Kafolat holati;18.03.2026
RT-000607;R-0038160;ST-005;SKU-00293;1;Sifatsiz mahsulot;03.02.2026
RT-000608;R-0046296;ST-012;SKU-00258;1;Qadoq shikastlangan;02.03.2026
RT-000609;R-0041701;ST-003;SKU-00110;2;Sifatsiz mahsulot;08.02.2026
RT-000610;R-0040739;ST-001;SKU-00413;1;Kafolat holati;17.02.2026
RT-000611;R-0047590;ST-007;SKU-00486;1;Sifatsiz mahsulot;14.03.2026
RT-000612;R-0039659;ST-003;SKU-00400;9;Xaridor fikri o'zgardi;19.02.2026
RT-000613;R-0049768;ST-002;SKU-00395;1;Xaridor fikri o'zgardi;04.03.2026
RT-000614;R-0044366;ST-007;SKU-00473;5;Qadoq shikastlangan;17.02.2026
RT-000615;R-0048600;ST-008;SKU-00076;4;Muddati o'tgan;10.03.2026
RT-000616;R-0052118;ST-004;SKU-00057;1;Noto'g'ri tovar berilgan;08.03.2026
RT-000617;R-0030492;ST-008;SKU-00411;2;Qadoq shikastlangan;22.01.2026
